from_tconst,from_title,from_year,from_runtimeMinutes,from_averageRating,from_numVotes,from_budget,from_revenue
tt0298744,Auto Focus,2002.0,105,6.7,15552,7000000,2062066
tt0298814,The Core,2003.0,135,5.5,109778,60000000,74208267
tt0299172,Home on the Range,2004.0,76,5.4,27467,110000000,145358062
tt0299658,Chicago,2002.0,113,7.2,249298,45000000,306776732
tt0300051,Jersey Girl,2004.0,102,6.2,72567,35000000,35492921
tt0300471,Shanghai Knights,2003.0,114,6.2,114767,50000000,88323487
tt0300532,Blue Crush,2002.0,104,5.7,33636,25000000,51842679
tt0300556,Timeline,2003.0,116,5.6,67280,80000000,43935763
tt0301470,Jeepers Creepers 2,2003.0,104,5.7,73206,17000000,63102666
tt0302640,The Hot Chick,2002.0,104,5.6,105751,34000000,54639553
tt0302886,Old School,2003.0,88,7.0,249611,24000000,87100000
tt0303714,Barbershop,2002.0,102,6.3,34490,12000000,77063924
tt0303816,Cabin Fever,2002.0,93,5.6,85864,1500000,30600000
tt0304141,Harry Potter and the Prisoner of Azkaban,2004.0,142,7.9,723963,130000000,789804554
tt0304669,The Santa Clause 2,2002.0,104,5.7,66699,65000000,172842355
tt0305224,Anger Management,2003.0,106,6.3,234088,75000000,195745823
tt0305357,Charlie's Angels: Full Throttle,2003.0,106,4.9,135879,120000000,259175788
tt0305711,Just Married,2003.0,95,5.5,75942,18000000,101564935
tt0306047,Scary Movie 3,2003.0,84,5.6,163493,48000000,220673217
tt0306685,Cradle 2 the Grave,2003.0,101,5.8,47620,25000000,56500000
tt0306841,The Lizzie McGuire Movie,2003.0,94,5.6,43350,17000000,55534455
tt0307453,Shark Tale,2004.0,90,6.0,204966,75000000,367300000
tt0307479,Solaris,2002.0,99,6.2,87483,47000000,30002758
tt0307901,25th Hour,2002.0,135,7.6,187245,5000000,23932055
tt0307987,Bad Santa,2003.0,92,7.0,161110,23000000,76500000
tt0308152,Dead End,2003.0,85,6.5,33744,900000,898994
tt0308353,Happily N'Ever After,2006.0,87,4.5,11357,47000000,38100000
tt0308506,Like Mike,2002.0,99,5.4,23425,30000000,62300000
tt0309377,Blood Work,2002.0,110,6.4,49215,50000000,31794718
tt0309530,Down with Love,2003.0,101,6.3,45680,35000000,20298207
tt0309593,Final Destination 2,2003.0,90,6.2,191235,26000000,90941129
tt0309698,Identity,2003.0,90,7.3,277888,28000000,90259536
tt0309987,The Dreamers,2003.0,115,7.1,136885,15000000,15100000
tt0310281,A Mighty Wind,2003.0,91,7.2,30132,6000000,18750246
tt0310357,Willard,2003.0,100,6.1,20911,22000000,8564586
tt0310910,Confidence,2003.0,97,6.6,35862,15000000,23014206
tt0311113,Master and Commander: The Far Side of the World,2003.0,138,7.5,245483,150000000,212000000
tt0311289,Holes,2003.0,117,7.0,104418,20000000,71406573
tt0311429,The League of Extraordinary Gentlemen,2003.0,110,5.8,187578,78000000,179265204
tt0312004,Wallace & Gromit: The Curse of the Were-Rabbit,2005.0,85,7.5,152576,30000000,192610372
tt0312528,The Cat in the Hat,2003.0,82,4.1,90405,109000000,133800000
tt0312549,Veronica Guerin,2003.0,98,6.8,22508,17000000,9439660
tt0313542,Runaway Jury,2003.0,127,7.1,111699,60000000,80154140
tt0313737,Two Weeks Notice,2002.0,101,6.2,130121,60000000,199043242
tt0313911,Agent Cody Banks,2003.0,102,5.1,37932,28000000,58795814
tt0314331,Love Actually,2003.0,135,7.6,556997,40000000,249600000
tt0314786,The In-Laws,2003.0,98,5.7,18158,40000000,26800000
tt0315327,Bruce Almighty,2003.0,101,6.8,449819,80000000,484592874
tt0315733,21 Grams,2003.0,124,7.6,249433,20000000,60427839
tt0315983,House of Sand and Fog,2003.0,126,7.5,74208,16500000,16942795
tt0316356,Open Range,2003.0,139,7.4,81016,22000000,68296293
tt0316396,Peter Pan,2003.0,113,6.8,82297,100000000,121975011
tt0316465,Radio,2003.0,109,6.9,45141,35000000,53293628
tt0316654,Spider-Man 2,2004.0,127,7.5,740476,200000000,788976453
tt0316732,Taxi,2004.0,97,4.6,45991,25000000,71255003
tt0317198,Bridget Jones: The Edge of Reason,2004.0,108,6.0,128301,40000000,265126918
tt0317219,Cars,2006.0,116,7.3,497334,120000000,461983149
tt0317303,Daddy Day Care,2003.0,92,5.6,76007,60000000,164433867
tt0317648,Hidalgo,2004.0,136,6.7,87104,100000000,108103450
tt0317676,House of the Dead,2003.0,90,2.1,39191,12000000,13818181
tt0317705,The Incredibles,2004.0,115,8.0,847805,92000000,631442092
tt0317740,The Italian Job,2003.0,111,7.0,397270,60000000,176070171
tt0318155,Looney Tunes: Back in Action,2003.0,91,5.8,41578,80000000,68500000
tt0318283,Alex & Emma,2003.0,96,5.5,14077,30000000,15368897
tt0318627,Resident Evil: Apocalypse,2004.0,94,6.1,214943,45000000,129342769
tt0318649,Sahara,2005.0,124,6.1,106173,130000000,119269486
tt0318974,The Alamo,2004.0,137,6.1,22827,107000000,25819961
tt0319061,Big Fish,2003.0,125,8.0,467799,70000000,123200000
tt0319262,The Day After Tomorrow,2004.0,124,6.5,494681,125000000,552639571
tt0319343,Elf,2003.0,97,7.1,328784,32000000,228500000
tt0320244,Party Monster,2003.0,98,6.2,17657,5000000,742898
tt0320661,Kingdom of Heaven,2005.0,144,7.3,330929,130000000,218100001
tt0320691,Underworld,2003.0,121,7.0,292740,22000000,95708457
tt0322259,2 Fast 2 Furious,2003.0,107,5.9,308376,76000000,236350661
tt0322330,Freaky Friday,2003.0,97,6.3,159500,26000000,160846332
tt0322802,Jackass: The Movie,2002.0,85,6.6,104086,5000000,64282312
tt0323033,Laws of Attraction,2004.0,90,5.9,25152,28000000,30000000
tt0323642,Piglet's Big Movie,2003.0,75,6.1,9070,46000000,62870546
tt0324127,Suspect Zero,2004.0,99,5.8,21805,27000000,13000000
tt0324216,The Texas Chainsaw Massacre,2003.0,98,6.2,156609,9500000,107967319
tt0325537,Head of State,2003.0,95,5.5,21653,35200000,37788228
tt0325703,Lara Croft: Tomb Raider - The Cradle of Life,2003.0,117,5.5,147967,95000000,160099222
tt0325710,The Last Samurai,2003.0,154,7.8,486393,140000000,456800000
tt0325805,Matchstick Men,2003.0,116,7.3,141649,62000000,65565672
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,143,8.1,1256570,140000000,655011224
tt0326905,The Great Raid,2005.0,132,6.6,24324,80000000,10166502
tt0327036,Martin Lawrence Live: Runteldat,2002.0,113,5.4,1808,3000000,19184015
tt0327056,Mystic River,2003.0,138,7.9,501286,25000000,156800000
tt0327084,Over the Hedge,2006.0,83,6.7,195376,80000000,343397247
tt0327162,The Stepford Wives,2004.0,93,5.4,71614,90000000,102000000
tt0327437,Around the World in 80 Days,2004.0,120,5.9,97047,110000000,72178895
tt0327554,Catwoman,2004.0,104,3.4,128600,100000000,82102379
tt0327597,Coraline,2009.0,100,7.8,281581,60000000,185860104
tt0327679,Ella Enchanted,2004.0,96,6.3,77673,31000000,27400000
tt0327850,The Rundown,2003.0,104,6.7,145977,85000000,80900000
tt0328107,Man on Fire,2004.0,146,7.7,401244,70000000,130300000
tt0328538,Thirteen,2003.0,100,6.8,102594,2000000,10128960
tt0328589,Under the Tuscan Sun,2003.0,113,6.7,62526,18000000,58878723
tt0328828,American Wedding,2003.0,96,6.3,222342,55000000,231449203
tt0329028,Dumb and Dumberer: When Harry Met Lloyd,2003.0,85,3.5,43402,19000000,39267515
tt0329101,Freddy vs. Jason,2003.0,97,5.7,131273,30000000,116643421
tt0329575,Seabiscuit,2003.0,140,7.3,78197,87000000,148300000
tt0329691,Torque,2004.0,84,4.1,29984,40000000,46546197
tt0329717,Hollywood Homicide,2003.0,116,5.3,40323,75000000,51142659
tt0330373,Harry Potter and the Goblet of Fire,2005.0,157,7.7,712393,150000000,895921036
tt0330793,The Punisher,2004.0,124,6.4,175245,33000000,54700105
tt0331632,Scooby-Doo 2: Monsters Unleashed,2004.0,93,5.3,68208,80000000,181466833
tt0331953,Club Dread,2004.0,104,5.7,32069,8500000,5001655
tt0332047,Fever Pitch,2005.0,104,6.2,48802,30000000,50500000
tt0332280,The Notebook,2004.0,123,7.8,650785,29000000,115600000
tt0332375,Saved!,2004.0,92,6.7,49986,5000000,10100000
tt0332379,School of Rock,2003.0,109,7.2,343017,35000000,131100000
tt0332452,Troy,2004.0,163,7.3,589674,175000000,497409852
tt0332658,Intermission,2003.0,105,6.8,16909,5000000,4856298
tt0333766,Garden State,2004.0,102,7.4,226017,2500000,26781723
tt0335119,Girl with a Pearl Earring,2003.0,100,6.9,84001,10500000,31500000
tt0335245,The Ladykillers,2004.0,104,6.2,110520,35000000,76700000
tt0335266,Lost in Translation,2003.0,102,7.7,508276,4000000,119723856
tt0335345,The Passion of the Christ,2004.0,127,7.2,257542,30000000,612060372
tt0335438,Starsky & Hutch,2004.0,101,6.1,157454,60000000,170300000
tt0335559,Win a Date with Tad Hamilton!,2004.0,95,5.6,30088,17000000,16980098
tt0335563,Wonderland,2003.0,104,6.5,23924,5000000,2466444
tt0337563,13 Going on 30,2004.0,98,6.3,230610,37000000,96500000
tt0337579,Barbershop 2: Back in Business,2004.0,106,5.7,16442,18000000,65070412
tt0337692,On the Road,2012.0,124,6.0,43956,25000000,8784318
tt0337741,Something's Gotta Give,2003.0,128,6.7,132454,80000000,270000000
tt0337917,Catch That Kid,2004.0,91,5.2,11197,18000000,16951702
tt0337978,Live Free or Die Hard,2007.0,128,7.1,428072,110000000,383531464
tt0338013,Eternal Sunshine of the Spotless Mind,2004.0,108,8.3,1128183,20000000,72258126
tt0338094,The Haunted Mansion,2003.0,88,5.2,58865,90000000,182290266
tt0338337,Paycheck,2003.0,119,6.3,115059,60000000,117248958
tt0338348,The Polar Express,2004.0,100,6.6,256367,165000000,318432432
tt0338466,Stuck on You,2003.0,118,5.8,55804,55000000,65784503
tt0338512,Two Brothers,2004.0,109,7.0,16202,74500000,62172050
tt0338526,Van Helsing,2004.0,131,6.1,296088,160000000,300257475
tt0338751,The Aviator,2004.0,170,7.5,393492,110000000,213700000
tt0339034,From Justin to Kelly,2003.0,81,1.9,27173,12000000,4922166
tt0339291,A Series of Unfortunate Events,2004.0,108,6.8,225702,140000000,209073645
tt0339412,Mr. 3000,2004.0,104,5.6,15431,30000000,21800000
tt0340012,Being Julia,2004.0,104,7.0,13161,18000000,14300000
tt0340855,Monster,2003.0,109,7.3,167043,8000000,60400000
tt0342258,Unleashed,2005.0,103,7.0,109795,45000000,50871113
tt0343135,Along Came Polly,2004.0,90,6.0,147133,42000000,178300000
tt0343660,50 First Dates,2004.0,99,6.8,396047,75000000,196482882
tt0343737,The Good Shepherd,2006.0,167,6.7,110403,85000000,100266865
tt0343818,"I, Robot",2004.0,115,7.1,593596,120000000,347234916
tt0343996,The Lost City,2005.0,144,6.5,10033,9600000,4386236
tt0345950,The SpongeBob SquarePants Movie,2004.0,87,7.2,107109,30000000,140161792
tt0346156,Sky Captain and the World of Tomorrow,2004.0,106,6.1,88675,70000000,57958696
tt0346491,Alexander,2004.0,175,5.6,179596,155000000,167298192
tt0348150,Superman Returns,2006.0,154,6.1,295419,223000000,391081192
tt0349467,Freedomland,2006.0,113,5.2,17458,37665000,14655628
tt0349683,King Arthur,2004.0,126,6.3,179132,120000000,203600000
tt0349825,Miracle,2004.0,135,7.5,60970,28000000,64400000
tt0349903,Ocean's Twelve,2004.0,125,6.5,424715,110000000,362744280
tt0350028,Raising Helen,2004.0,119,6.0,38770,50000000,49700000
tt0350258,Ray,2004.0,152,7.7,160786,40000000,124700000
tt0351283,Madagascar,2005.0,86,6.9,455291,75000000,542064525
tt0351977,Walking Tall,2004.0,86,6.3,111890,46000000,57223888
tt0352248,Cinderella Man,2005.0,144,8.0,203516,88000000,108539911
tt0352277,De-Lovely,2004.0,125,6.6,12081,15000000,18400000
tt0355295,The Brothers Grimm,2005.0,118,5.9,128460,88000000,105300000
tt0355702,Lords of Dogtown,2005.0,107,7.1,59395,25000000,13411957
tt0356150,EuroTrip,2004.0,92,6.6,232261,25000000,22605153
tt0356470,A Cinderella Story,2004.0,95,5.9,97214,19000000,70067909
tt0356680,The Family Stone,2005.0,103,6.3,79670,19000000,92884429
tt0356721,I Heart Huckabees,2004.0,107,6.5,66859,22000000,20094909
tt0356910,Mr. & Mrs. Smith,2005.0,120,6.5,563679,110000000,487300000
tt0357277,Elektra,2005.0,97,4.7,101463,43000000,56681566
tt0357413,Anchorman: The Legend of Ron Burgundy,2004.0,94,7.1,388863,26000000,90574188
tt0357507,Boogeyman,2005.0,89,4.2,33197,20000000,67192859
tt0358082,Robots,2005.0,91,6.4,167927,75000000,262511490
tt0358135,Shall We Dance?,2004.0,106,6.2,50743,50000000,170128460
tt0358273,Walk the Line,2005.0,136,7.8,273118,28000000,186800000
tt0358349,Agent Cody Banks 2: Destination London,2004.0,100,4.6,16356,26000000,28818995
tt0359013,Blade: Trinity,2004.0,113,5.8,195048,65000000,128905366
tt0359517,Johnson Family Vacation,2004.0,97,4.6,8644,12000000,31179516
tt0359950,The Secret Life of Walter Mitty,2013.0,114,7.3,352909,90000000,188133322
tt0360009,Spartan,2004.0,106,6.5,33483,19250000,8112712
tt0360139,Chasing Liberty,2004.0,111,6.1,41660,23000000,12195626
tt0360201,Wimbledon,2004.0,98,6.3,67977,31000000,41512007
tt0360486,Constantine,2005.0,121,7.0,389524,100000000,230900000
tt0360717,King Kong,2005.0,187,7.2,457431,207000000,562363449
tt0361089,Valiant,2005.0,76,5.5,25056,35000000,61746888
tt0361309,We Don't Live Here Anymore,2004.0,101,6.2,10204,3000000,2037545
tt0361411,Bride & Prejudice,2004.0,122,6.2,22096,7000000,24700000
tt0361467,Confessions of a Teenage Drama Queen,2004.0,89,4.7,32313,15000000,29331068
tt0361500,Delgo,2008.0,94,4.3,3255,40000000,915840
tt0361596,Fahrenheit 9/11,2004.0,122,7.5,133602,6000000,222400000
tt0361696,Raise Your Voice,2004.0,103,5.8,29373,15000000,14867514
tt0361748,Inglourious Basterds,2009.0,153,8.4,1665957,70000000,321457747
tt0361841,Little Black Book,2004.0,107,5.3,19401,35000000,22035509
tt0361862,The Machinist,2004.0,101,7.6,427266,5000000,8203235
tt0361925,Welcome to Mooseport,2004.0,110,5.3,14102,30000000,14000000
tt0362120,Scary Movie 4,2006.0,83,5.1,133146,45000000,178262620
tt0362165,Son of the Mask,2005.0,94,2.3,60683,84000000,59918422
tt0362270,The Life Aquatic with Steve Zissou,2004.0,119,7.2,215168,50000000,34808403
tt0363282,New York Minute,2004.0,91,5.0,25536,30000000,21289826
tt0363547,Dawn of the Dead,2004.0,101,7.2,280029,26000000,102278712
tt0363589,Elephant,2003.0,81,7.1,100085,3000000,10000000
tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005.0,143,6.9,441538,180000000,745013115
tt0363988,Secret Window,2004.0,96,6.5,215079,40000000,92900000
tt0364045,Taking Lives,2004.0,103,6.2,98395,45000000,65470529
tt0364725,Dodgeball: A True Underdog Story,2004.0,92,6.7,274768,20000000,168423227
tt0364751,Without a Paddle,2004.0,95,5.8,52667,19000000,69600000
tt0364970,Babylon A.D.,2008.0,90,5.5,99428,70000000,72109200
tt0365125,A Dirty Shame,2004.0,89,5.1,13868,15000000,1900000
tt0365485,The Matador,2005.0,96,6.7,46873,10000000,17300000
tt0365686,Revolver,2005.0,111,6.3,105653,27000000,7164778
tt0365737,Syriana,2005.0,128,6.9,136157,50000000,93974620
tt0365748,Shaun of the Dead,2004.0,99,7.9,616013,6000000,39396175
tt0365830,Tenacious D in the Pick of Destiny,2006.0,94,6.8,117069,22000000,13405595
tt0365907,A Walk Among the Tombstones,2014.0,114,6.5,129524,28000000,58834384
tt0366548,Happy Feet,2006.0,108,6.4,205997,100000000,384335608
tt0366551,Harold & Kumar Go to White Castle,2004.0,88,7.0,210682,9000000,23936908
tt0366627,The Jacket,2005.0,103,7.1,121686,29000000,21733230
tt0366780,Mirrormask,2005.0,101,6.7,23959,4000000,973613
tt0367089,The Squid and the Whale,2005.0,81,7.3,92612,1500000,11100000
tt0367478,Wake of Death,2004.0,91,5.5,10421,14000000,521918
tt0367594,Charlie and the Chocolate Factory,2005.0,115,6.7,547938,150000000,475000000
tt0367652,Deuce Bigalow: European Gigolo,2005.0,83,4.7,54500,22000000,45109561
tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,2008.0,122,6.2,501302,185000000,786636033
tt0367959,Hannibal Rising,2007.0,121,6.1,118724,75000000,82169884
tt0368008,The Manchurian Candidate,2004.0,129,6.6,119922,80000000,96105964
tt0368226,The Room,2003.0,99,3.6,97305,6000000,1752988
tt0368447,The Village,2004.0,108,6.6,287297,60000000,256700000
tt0368578,Are We There Yet?,2005.0,95,4.8,35538,32000000,97918663
tt0368709,Elizabethtown,2005.0,123,6.3,73980,57000000,52200000
tt0368794,I'm Not There,2007.0,135,6.8,62506,20000000,4001121
tt0368891,National Treasure,2004.0,131,6.9,365592,100000000,347500000
tt0368933,The Princess Diaries 2: Royal Engagement,2004.0,113,5.9,92804,40000000,134734481
tt0369436,Four Christmases,2008.0,88,5.7,84681,80000000,164112721
tt0369441,Fun with Dick and Jane,2005.0,90,6.2,158017,100000000,202026112
tt0369610,Jurassic World,2015.0,124,6.9,698469,150000000,1671537444
tt0369735,Monster-in-Law,2005.0,101,5.6,67149,43000000,154749918
tt0369994,Strangers with Candy,2005.0,97,5.9,8542,3500000,2300000
tt0370032,Ultraviolet,2006.0,88,4.4,85117,30000000,31070211
tt0370263,Alien vs. Predator,2004.0,101,5.7,222358,70000000,177427090
tt0371246,Spanglish,2004.0,131,6.4,90355,80000000,55470154
tt0371257,Stay,2005.0,99,6.7,89070,50000000,8342132
tt0371606,Chicken Little,2005.0,81,5.7,104361,150000000,314400000
tt0371724,The Hitchhiker's Guide to the Galaxy,2005.0,109,6.7,212055,50000000,104500000
tt0371746,Iron Man,2008.0,126,7.9,1164925,140000000,585174222
tt0372183,The Bourne Supremacy,2004.0,108,7.7,498222,75000000,288500217
tt0372237,Guess Who,2005.0,105,5.9,46992,35000000,103100000
tt0372532,The Wedding Date,2005.0,90,6.1,57610,15000000,47175038
tt0372588,Team America: World Police,2004.0,98,7.2,181772,32000000,50826898
tt0372784,Batman Begins,2005.0,140,8.2,1635596,150000000,374218673
tt0373051,Journey to the Center of the Earth,2008.0,93,5.8,135531,45000000,101702060
tt0373450,Where the Truth Lies,2005.0,107,6.4,19110,25000000,3487678
tt0373469,Kiss Kiss Bang Bang,2005.0,103,7.5,242173,15000000,15785148
tt0373883,Halloween,2007.0,109,6.0,134574,15000000,80460948
tt0373889,Harry Potter and the Order of the Phoenix,2007.0,138,7.5,661681,150000000,938212738
tt0373908,The Honeymooners,2005.0,90,3.5,7647,25000000,13200000
tt0373926,The Interpreter,2005.0,128,6.4,112306,80000000,162944923
tt0374102,Open Water,2003.0,79,5.8,57726,120000,54683487
tt0374536,Bewitched,2005.0,102,4.8,76776,85000000,131426169
tt0374900,Napoleon Dynamite,2004.0,96,7.0,245759,400000,46118097
tt0375063,Sideways,2004.0,127,7.5,210090,16000000,109502303
tt0375154,Tristan + Isolde,2006.0,125,6.8,54960,31000000,28000000
tt0375210,White Noise,2005.0,101,5.5,51609,10000000,91196419
tt0375568,Astro Boy,2009.0,94,6.2,41205,10000000,19551067
tt0375679,Crash,2004.0,112,7.7,454618,6500000,98400000
tt0375920,The Libertine,2004.0,114,6.2,38207,11000000,10900000
tt0376108,Rebound,2005.0,86,5.2,13854,45000000,16809014
tt0376479,American Pastoral,2016.0,108,6.1,18831,10000000,1715728
tt0376541,Closer,2004.0,104,7.2,243311,27000000,115505027
tt0376994,X-Men: The Last Stand,2006.0,104,6.6,557363,210000000,459359555
tt0377062,Flight of the Phoenix,2004.0,113,6.1,57687,45000000,21009180
tt0377091,Mean Creek,2004.0,90,7.1,33945,500000,603943
tt0377092,Mean Girls,2004.0,97,7.1,457932,17000000,130161094
tt0377109,The Ring Two,2005.0,110,5.4,103264,50000000,161451538
tt0377471,Be Cool,2005.0,118,5.6,73504,53000000,95200000
tt0377981,Gnomeo & Juliet,2011.0,84,5.9,61508,36000000,189712432
tt0378109,Into the Blue,2005.0,110,5.9,81390,50000000,46117696
tt0378194,Kill Bill: Vol. 2,2004.0,137,8.0,833240,30000000,152159461
tt0379725,Capote,2005.0,114,7.3,144711,7000000,49327405
tt0379786,Serenity,2005.0,119,7.8,309923,39000000,38869464
tt0379865,Leatherheads,2008.0,114,6.0,33930,58000000,41299492
tt0379889,The Merchant of Venice,2004.0,131,7.0,39038,30000000,21600000
tt0380389,Goal! The Dream Begins,2005.0,118,6.7,67140,10000000,27610873
tt0380510,The Lovely Bones,2009.0,135,6.6,185009,65000000,93600000
tt0381061,Casino Royale,2006.0,144,8.0,714229,150000000,599045960
tt0381707,White Chicks,2004.0,109,5.8,175678,37000000,113100000
tt0381849,3:10 to Yuma,2007.0,122,7.6,341589,55000000,70000000
tt0382625,The Da Vinci Code,2006.0,149,6.6,470425,125000000,760006945
tt0382628,Dark Water,2005.0,105,5.6,66607,30000000,68357079
tt0382932,Ratatouille,2007.0,111,8.1,875942,150000000,623726000
tt0382992,Stealth,2005.0,121,5.1,57303,135000000,76932943
tt0383010,The Three Stooges,2012.0,92,5.1,33776,30000000,54819301
tt0383028,"Synecdoche, New York",2008.0,124,7.5,101093,20000000,4383538
tt0383060,Zoom,2006.0,83,4.4,23326,75600000,12506188
tt0383216,The Pink Panther,2006.0,93,5.7,95235,65000000,158851357
tt0383222,BloodRayne,2005.0,95,3.0,37798,25000000,3650275
tt0383574,Pirates of the Caribbean: Dead Man's Chest,2006.0,151,7.4,792591,200000000,1066179747
tt0383694,Vera Drake,2004.0,125,7.6,27750,11000000,13300000
tt0384504,Saving Face,2004.0,91,7.4,14161,2500000,1230000
tt0384533,She Hate Me,2004.0,138,5.3,8406,8000000,1500000
tt0384537,Silent Hill,2006.0,125,6.5,251481,50000000,100605135
tt0384642,Kicking & Screaming,2005.0,95,5.6,41733,45000000,56070433
tt0384680,The Weather Man,2005.0,102,6.6,84651,20000000,12482775
tt0384793,Accepted,2006.0,93,6.4,142426,23000000,38505009
tt0384806,The Amityville Horror,2005.0,90,5.9,119895,19000000,107516369
tt0385752,The Golden Compass,2007.0,113,6.1,199994,180000000,372200000
tt0385880,Monster House,2006.0,91,6.7,145843,75000000,140175006
tt0385887,Motherless Brooklyn,2019.0,144,6.8,64572,26000000,18377736
tt0385890,My Big Fat Independent Movie,2005.0,80,3.2,1440,3000000,12155249
tt0386140,The Legend of Zorro,2005.0,129,6.0,110640,75000000,142400065
tt0386588,Hitch,2005.0,118,6.6,341503,70000000,371600000
tt0387131,The Constant Gardener,2005.0,129,7.3,152037,25000000,82468097
tt0387514,Prime,2005.0,105,6.2,42600,22000000,67900000
tt0387564,Saw,2004.0,103,7.6,486526,1200000,104004218
tt0387575,Seed of Chucky,2004.0,87,4.9,52040,12000000,24829644
tt0387877,The Black Dahlia,2006.0,121,5.6,78296,50000000,49111202
tt0388482,Transporter 2,2005.0,87,6.3,220301,32000000,89100000
tt0388795,Brokeback Mountain,2005.0,134,7.7,398762,14000000,178043761
tt0388980,The Greatest Game Ever Played,2005.0,120,7.4,34570,26000000,15431177
tt0389326,Riding Giants,2004.0,105,7.8,4713,2600000,3166000
tt0389722,30 Days of Night,2007.0,113,6.6,194803,30000000,75505973
tt0389790,Bee Movie,2007.0,91,6.1,186899,150000000,287594577
tt0389860,Click,2006.0,107,6.4,369616,82500000,240685326
tt0390022,Friday Night Lights,2004.0,118,7.2,68597,30000000,61255921
tt0390384,Primer,2004.0,77,6.7,117401,7000,545436
tt0391198,The Grudge,2004.0,91,5.9,154124,10000000,183474602
tt0391304,A Lot Like Love,2005.0,107,6.6,72247,30000000,42886719
tt0393109,Brick,2005.0,110,7.1,111981,475000,3900000
tt0393162,Coach Carter,2005.0,136,7.3,179098,30000000,76669554
tt0393735,The Shaggy Dog,2006.0,98,4.4,20564,50000000,87134280
tt0395169,Hotel Rwanda,2004.0,121,8.1,382141,17500000,38000000
tt0395251,The Producers,2005.0,134,6.4,45655,45000000,38058335
tt0395584,The Devil's Rejects,2005.0,107,6.7,108363,7000000,20901859
tt0395972,North Country,2005.0,126,7.3,45940,35000000,25224242
tt0396171,Perfume: The Story of a Murderer,2006.0,147,7.5,272085,60000000,135039924
tt0396269,Wedding Crashers,2005.0,119,7.0,385337,40000000,288500000
tt0396555,Meet the Robinsons,2007.0,95,6.8,115962,150000000,169332978
tt0396652,Ice Princess,2005.0,98,6.0,30174,25000000,27645491
tt0396707,The Secret of Moonacre,2008.0,103,6.0,11406,32000000,7162618
tt0396752,Nanny McPhee,2005.0,97,6.6,88304,25000000,123276807
tt0397044,Blood and Chocolate,2007.0,98,5.3,18548,15000000,6300000
tt0397065,House of Wax,2005.0,113,5.5,138982,40000000,68766121
tt0397078,Just My Luck,2006.0,103,5.5,63465,28000000,38159905
tt0397101,The Skeleton Key,2005.0,104,6.5,126924,43000000,93983911
tt0397313,Eight Below,2006.0,120,7.3,69919,40000000,120455994
tt0397535,Memoirs of a Geisha,2005.0,145,7.3,166154,85000000,162242962
tt0397892,Bolt,2008.0,96,6.8,237537,150000000,309979994
tt0398027,Down in the Valley,2005.0,114,6.4,19220,8000000,852872
tt0398165,The Longest Yard,2005.0,113,6.4,202111,90000000,191466556
tt0398286,Tangled,2010.0,100,7.7,516347,260000000,592461732
tt0398375,Rumor Has It...,2005.0,97,5.5,63181,70000000,88900000
tt0398808,Bridge to Terabithia,2007.0,96,7.2,180901,60000000,137587063
tt0398913,DOA: Dead or Alive,2006.0,87,4.8,47011,21000000,7600000
tt0399146,A History of Violence,2005.0,96,7.4,262806,32000000,61477797
tt0399201,The Island,2005.0,136,6.8,333404,126000000,162949164
tt0399295,Lord of War,2005.0,122,7.6,347137,50000000,72600000
tt0399327,The Man,2005.0,83,5.5,27096,33000000,13485145
tt0399862,End of the Spear,2005.0,108,6.8,5580,10000000,12128105
tt0400497,Herbie Fully Loaded,2005.0,101,4.9,52270,50000000,144100000
tt0400717,Open Season,2006.0,86,6.1,109411,85000000,197300000
tt0401445,A Good Year,2006.0,117,6.9,104051,35000000,42064105
tt0401729,John Carter,2012.0,132,6.6,292128,250000000,284100000
tt0401792,Sin City,2005.0,124,8.0,805345,40000000,158733820
tt0401997,Breach,2007.0,110,7.0,62938,23000000,41000000
tt0402022,Æon Flux,2005.0,93,5.4,134732,62000000,53321673
tt0402399,The New World,2005.0,135,6.7,91809,30000000,30500000
tt0402850,The Big White,2005.0,100,6.3,15598,14000000,541840
tt0402894,Casanova,2005.0,112,6.5,57139,20000000,37700000
tt0403508,The Sisterhood of the Traveling Pants,2005.0,119,6.5,66645,25000000,39053061
tt0404030,Everything Is Illuminated,2005.0,106,7.4,60665,7000000,3601974
tt0404032,The Exorcism of Emily Rose,2005.0,119,6.7,144210,19000000,145166804
tt0404203,Little Children,2006.0,137,7.5,119267,26000000,14821658
tt0404802,The Notorious Bettie Page,2005.0,91,6.5,11892,90,1410778
tt0405159,Million Dollar Baby,2004.0,132,8.1,742697,30000000,216763646
tt0405296,A Scanner Darkly,2006.0,100,7.0,119597,8700000,7659918
tt0405325,Sky High,2005.0,100,6.3,97441,35000000,86369815
tt0405422,The 40-Year-Old Virgin,2005.0,116,7.1,482808,26000000,177400000
tt0405469,The Wild,2006.0,82,5.2,28546,80000000,102338515
tt0405676,All the King's Men,2006.0,128,6.1,26036,55000000,9450897
tt0406375,Zathura: A Space Adventure,2005.0,101,6.3,119936,65000000,65079104
tt0407265,Transamerica,2005.0,103,7.3,42832,1000000,13350369
tt0407304,War of the Worlds,2005.0,117,6.5,487917,132000000,603873119
